Airport_ID,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TZ,Type,Source
574,RAF Waddington,Waddington,United Kingdom,WTN,EGXW,53.16619873,-0.523810983,231,0,E,Europe/London,airport,OurAirports
575,RAF Topcliffe,Topcliffe,United Kingdom,\N,EGXZ,54.20550156,-1.382089973,92,0,E,Europe/London,airport,OurAirports
576,RAF Cranwell,Cranwell,United Kingdom,\N,EGYD,53.03030014,-0.483242005,218,0,E,Europe/London,airport,OurAirports
577,RAF Barkston Heath,Barkston Heath,United Kingdom,\N,EGYE,52.96220016,-0.561625004,367,0,E,Europe/London,airport,OurAirports
578,RAF Marham,Marham,United Kingdom,KNF,EGYM,52.648395,0.550692,75,0,E,Europe/London,airport,OurAirports
579,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,MPN,EGYP,-51.82279968,-58.44720078,244,-3,U,Atlantic/Stanley,airport,OurAirports
580,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308601,4.76389,-11,1,E,Europe/Amsterdam,airport,OurAirports
581,Budel Airfield Kempen,Weert,Netherlands,\N,EHBD,51.255299,5.60139,114,1,E,Europe/Amsterdam,airport,OurAirports
582,Maastricht Aachen Airport,Maastricht,Netherlands,MST,EHBK,50.911701,5.77014,375,1,E,Europe/Amsterdam,airport,OurAirports
583,Deelen Air Base,Deelen,Netherlands,\N,EHDL,52.0606,5.87306,158,1,E,Europe/Amsterdam,airport,OurAirports
584,Drachten Airport,Drachten,Netherlands,\N,EHDR,53.11920166,6.129720211,14,1,E,Europe/Amsterdam,airport,OurAirports
585,Eindhoven Airport,Eindhoven,Netherlands,EIN,EHEH,51.45009995,5.374529839,74,1,E,Europe/Amsterdam,airport,OurAirports
586,Eelde Airport,Groningen,Netherlands,GRQ,EHGG,53.11970139,6.579440117,17,1,E,Europe/Amsterdam,airport,OurAirports
587,Gilze Rijen Air Base,Gilze-rijen,Netherlands,GLZ,EHGR,51.56740189,4.931829929,49,1,E,Europe/Amsterdam,airport,OurAirports
588,De Kooy Airport,De Kooy,Netherlands,DHR,EHKD,52.92340088,4.780620098,3,1,E,Europe/Amsterdam,airport,OurAirports
589,Lelystad Airport,Lelystad,Netherlands,LEY,EHLE,52.4603,5.52722,-13,1,E,Europe/Amsterdam,airport,OurAirports
590,Leeuwarden Air Base,Leeuwarden,Netherlands,LWR,EHLW,53.22859955,5.760560036,3,1,E,Europe/Amsterdam,airport,OurAirports
591,Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,EHRD,51.956902,4.43722,-15,1,E,Europe/Amsterdam,airport,OurAirports
592,Soesterberg Air Base,Soesterberg,Netherlands,UTC,EHSB,52.12730026,5.276189804,66,1,E,Europe/Amsterdam,airport,OurAirports
593,Twente Airport,Enschede,Netherlands,ENS,EHTW,52.275833,6.889167,114,1,E,Europe/Amsterdam,airport,OurAirports
594,Valkenburg Naval Air Base,Valkenburg,Netherlands,LID,EHVB,52.16609955,4.41794014,1,1,E,Europe/Amsterdam,airport,OurAirports
595,Woensdrecht Air Base,Woensdrecht,Netherlands,WOE,EHWO,51.4491,4.34203,63,1,E,Europe/Amsterdam,airport,OurAirports
596,Cork Airport,Cork,Ireland,ORK,EICK,51.84130096,-8.491109848,502,0,E,Europe/Dublin,airport,OurAirports
597,Galway Airport,Galway,Ireland,GWY,EICM,53.30020142,-8.941590309,81,0,E,Europe/Dublin,airport,OurAirports
599,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.421299,-6.27007,242,0,E,Europe/Dublin,airport,OurAirports
600,Ireland West Knock Airport,Connaught,Ireland,NOC,EIKN,53.91030121,-8.818490028,665,0,E,Europe/Dublin,airport,OurAirports
601,Kerry Airport,Kerry,Ireland,KIR,EIKY,52.18090057,-9.523779869,112,0,E,Europe/Dublin,airport,OurAirports
602,Casement Air Base,Casement,Ireland,\N,EIME,53.30170059,-6.451330185,319,0,E,Europe/Dublin,airport,OurAirports
603,Shannon Airport,Shannon,Ireland,SNN,EINN,52.702,-8.92482,46,0,E,Europe/Dublin,airport,OurAirports
604,Sligo Airport,Sligo,Ireland,SXL,EISG,54.28020096,-8.599209785,11,0,E,Europe/Dublin,airport,OurAirports
605,Waterford Airport,Waterford,Ireland,WAT,EIWF,52.18719864,-7.086959839,119,0,E,Europe/Dublin,airport,OurAirports
607,Aarhus Airport,Aarhus,Denmark,AAR,EKAH,56.29999924,10.61900043,82,1,E,Europe/Copenhagen,airport,OurAirports
608,Billund Airport,Billund,Denmark,BLL,EKBI,55.74029922,9.151780128,247,1,E,Europe/Copenhagen,airport,OurAirports
609,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,EKCH,55.61790085,12.65600014,17,1,E,Europe/Copenhagen,airport,OurAirports
610,Esbjerg Airport,Esbjerg,Denmark,EBJ,EKEB,55.525902,8.5534,97,1,E,Europe/Copenhagen,airport,OurAirports
611,Gr.nholt Hiller.d Airport,Gronholt,Denmark,\N,EKGH,55.94139862,12.38220024,97,1,E,Europe/Copenhagen,airport,OurAirports
612,Karup Airport,Karup,Denmark,KRP,EKKA,56.29750061,9.124629974,170,1,E,Europe/Copenhagen,airport,OurAirports
613,L.s. Airport,Laeso,Denmark,BYR,EKLS,57.27719879,11.00010014,25,1,E,Europe/Copenhagen,airport,OurAirports
614,Lolland Falster Maribo Airport,Maribo,Denmark,MRW,EKMB,54.699299,11.4401,16,1,E,Europe/Copenhagen,airport,OurAirports
615,Odense Airport,Odense,Denmark,ODE,EKOD,55.47669983,10.33090019,56,1,E,Europe/Copenhagen,airport,OurAirports
616,Krus.-Padborg Airport,Krusa-padborg,Denmark,\N,EKPB,54.87030029,9.279009819,88,1,E,Europe/Copenhagen,airport,OurAirports
617,Copenhagen Roskilde Airport,Copenhagen,Denmark,RKE,EKRK,55.58560181,12.13140011,146,1,E,Europe/Copenhagen,airport,OurAirports
618,Bornholm Airport,Ronne,Denmark,RNN,EKRN,55.06330109,14.75959969,52,1,E,Europe/Copenhagen,airport,OurAirports
619,S.nderborg Airport,Soenderborg,Denmark,SGD,EKSB,54.96440125,9.791729927,24,1,E,Europe/Copenhagen,airport,OurAirports
621,Skrydstrup Air Base,Skrydstrup,Denmark,SKS,EKSP,55.221048,9.26702,141,1,E,Europe/Copenhagen,airport,OurAirports
622,Skive Airport,Skive,Denmark,SQW,EKSV,56.55020142,9.172980309,74,1,E,Europe/Copenhagen,airport,OurAirports
623,Thisted Airport,Thisted,Denmark,TED,EKTS,57.06880188,8.705220222,23,1,E,Europe/Copenhagen,airport,OurAirports
624,Kolding Vamdrup Airfield,Kolding,Denmark,\N,EKVD,55.436298,9.33092,143,1,E,Europe/Copenhagen,airport,OurAirports
625,Vagar Airport,Vagar,Faroe Islands,FAE,EKVG,62.06359863,-7.277219772,280,0,E,Atlantic/Faeroe,airport,OurAirports
626,Vesthimmerlands Flyveplads,Vesthimmerland,Denmark,\N,EKVH,56.846901,9.45861,119,1,E,Europe/Copenhagen,airport,OurAirports
627,Stauning Airport,Stauning,Denmark,STA,EKVJ,55.99010086,8.353910446,17,1,E,Europe/Copenhagen,airport,OurAirports
628,Aalborg Airport,Aalborg,Denmark,AAL,EKYT,57.09275891,9.849243164,10,1,E,Europe/Copenhagen,airport,OurAirports
629,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.6233333,6.2044444,1234,1,E,Europe/Luxembourg,airport,OurAirports
630,.lesund Airport,Alesund,Norway,AES,ENAL,62.5625,6.119699955,69,1,E,Europe/Oslo,airport,OurAirports
631,And.ya Airport,Andoya,Norway,ANX,ENAN,69.29250336,16.14419937,43,1,E,Europe/Oslo,airport,OurAirports
632,Alta Airport,Alta,Norway,ALF,ENAT,69.97609711,23.37170029,9,1,E,Europe/Oslo,airport,OurAirports
633,B.moen Airport,Voss,Norway,\N,ENBM,60.63890076,6.50150013,300,1,E,Europe/Oslo,airport,OurAirports
634,Br.nn.ysund Airport,Bronnoysund,Norway,BNN,ENBN,65.46109772,12.21749973,25,1,E,Europe/Oslo,airport,OurAirports
635,Bod. Airport,Bodo,Norway,BOO,ENBO,67.26920319,14.36530018,42,1,E,Europe/Oslo,airport,OurAirports
636,Bergen Airport Flesland,Bergen,Norway,BGO,ENBR,60.29339981,5.218140125,170,1,E,Europe/Oslo,airport,OurAirports
637,B.tsfjord Airport,Batsfjord,Norway,BJF,ENBS,70.60050201,29.69140053,490,1,E,Europe/Oslo,airport,OurAirports
638,Kristiansand Airport,Kristiansand,Norway,KRS,ENCN,58.204201,8.08537,57,1,E,Europe/Oslo,airport,OurAirports
639,Geilo Airport Dagali,Geilo,Norway,DLD,ENDI,60.41730118,8.518349648,2618,1,E,Europe/Oslo,airport,OurAirports
640,Bardufoss Airport,Bardufoss,Norway,BDU,ENDU,69.05580139,18.54039955,252,1,E,Europe/Oslo,airport,OurAirports
641,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE,ENEV,68.49130249,16.67810059,84,1,E,Europe/Oslo,airport,OurAirports
642,Leirin Airport,Fagernes,Norway,VDB,ENFG,61.0155983,9.288060188,2697,1,E,Europe/Oslo,airport,OurAirports
643,Flor. Airport,Floro,Norway,FRO,ENFL,61.58359909,5.024720192,37,1,E,Europe/Oslo,airport,OurAirports
644,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.121,11.0502,681,1,E,Europe/Oslo,airport,OurAirports
645,Haugesund Airport,Haugesund,Norway,HAU,ENHD,59.34529877,5.208360195,86,1,E,Europe/Oslo,airport,OurAirports
646,Hasvik Airport,Hasvik,Norway,HAA,ENHK,70.48670197,22.13969994,21,1,E,Europe/Oslo,airport,OurAirports
647,Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,ENKB,63.11180115,7.824520111,204,1,E,Europe/Oslo,airport,OurAirports
648,Kjeller Airport,Kjeller,Norway,\N,ENKJ,59.96929932,11.03610039,354,1,E,Europe/Oslo,airport,OurAirports
649,Kirkenes Airport (H.ybuktmoen),Kirkenes,Norway,KKN,ENKR,69.72579956,29.8913002,283,1,E,Europe/Oslo,airport,OurAirports
650,Lista Airport,Farsund,Norway,FAN,ENLI,58.09949875,6.626049995,29,1,E,Europe/Oslo,airport,OurAirports
651,Molde Airport,Molde,Norway,MOL,ENML,62.74470139,7.262499809,10,1,E,Europe/Oslo,airport,OurAirports
652,Mosj.en Airport (Kj.rstad),Mosjoen,Norway,MJF,ENMS,65.78399658,13.21490002,237,1,E,Europe/Oslo,airport,OurAirports
653,Banak Airport,Lakselv,Norway,LKL,ENNA,70.06880188,24.9734993,25,1,E,Europe/Oslo,airport,OurAirports
654,Notodden Airport,Notodden,Norway,NTB,ENNO,59.565701,9.21222,63,1,E,Europe/Oslo,airport,OurAirports
655,.rland Airport,Orland,Norway,OLA,ENOL,63.69889832,9.604000092,28,1,E,Europe/Oslo,airport,OurAirports
656,R.ros Airport,Roros,Norway,RRS,ENRO,62.57839966,11.34230042,2054,1,E,Europe/Oslo,airport,OurAirports
657,"Moss Airport, Rygge",Rygge,Norway,RYG,ENRY,59.378817,10.785439,174,1,E,Europe/Oslo,airport,OurAirports
658,"Svalbard Airport, Longyear",Svalbard,Norway,LYR,ENSB,78.24610138,15.46560001,88,1,E,Arctic/Longyearbyen,airport,OurAirports
659,Skien Airport,Skien,Norway,SKE,ENSN,59.18500137,9.566940308,463,1,E,Europe/Oslo,airport,OurAirports
660,Stord Airport,Stord,Norway,SRP,ENSO,59.79190063,5.340849876,160,1,E,Europe/Oslo,airport,OurAirports
662,Sandnessj.en Airport (Stokka),Sandnessjoen,Norway,SSJ,ENST,65.95680237,12.46889973,56,1,E,Europe/Oslo,airport,OurAirports
663,"Troms. Airport,",Tromso,Norway,TOS,ENTC,69.6832962,18.91889954,31,1,E,Europe/Oslo,airport,OurAirports
664,"Sandefjord Airport, Torp",Sandefjord,Norway,TRF,ENTO,59.18669891,10.25860024,286,1,E,Europe/Oslo,airport,OurAirports
665,Trondheim Airport V.rnes,Trondheim,Norway,TRD,ENVA,63.4578018,10.9239998,56,1,E,Europe/Oslo,airport,OurAirports
666,Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,58.87670135,5.63778019,29,1,E,Europe/Oslo,airport,OurAirports
667,Babice Airport,Warsaw,Poland,\N,EPBC,52.26850128,20.9109993,352,1,E,Europe/Warsaw,airport,OurAirports
668,Gda?sk Lech Wa??sa Airport,Gdansk,Poland,GDN,EPGD,54.37760162,18.46619987,489,1,E,Europe/Warsaw,airport,OurAirports
669,Krak.w John Paul II International Airport,Krakow,Poland,KRK,EPKK,50.077702,19.7848,791,1,E,Europe/Warsaw,airport,OurAirports
670,Muchowiec Airport,Katowice,Poland,\N,EPKM,50.23809814,19.03420067,909,1,E,Europe/Warsaw,airport,OurAirports
671,Katowice International Airport,Katowice,Poland,KTW,EPKT,50.4743,19.08,995,1,E,Europe/Warsaw,airport,OurAirports
673,Mielec Airport,Mielec,Poland,\N,EPML,50.32229996,21.46209908,548,1,E,Europe/Warsaw,airport,OurAirports
674,Pozna?-?awica Airport,Poznan,Poland,POZ,EPPO,52.42100143,16.82629967,308,1,E,Europe/Warsaw,airport,OurAirports
675,Rzesz.w-Jasionka Airport,Rzeszow,Poland,RZE,EPRZ,50.11000061,22.0189991,675,1,E,Europe/Warsaw,airport,OurAirports
676,Szczecin-Goleni.w "Solidarno??" Airport,Szczecin,Poland,SZZ,EPSC,53.58470154,14.90219975,154,1,E,Europe/Warsaw,airport,OurAirports
677,Redzikowo Air Base,Slupsk,Poland,OSP,EPSK,54.47890091,17.10750008,217,1,E,Europe/Warsaw,airport,OurAirports
678,Swidwin Military Air Base,Shapaja,Poland,\N,EPSN,53.79059982,15.82629967,385,1,E,Europe/Warsaw,airport,OurAirports
679,Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,52.16569901,20.96710014,362,1,E,Europe/Warsaw,airport,OurAirports
680,Copernicus Wroc?aw Airport,Wroclaw,Poland,WRO,EPWR,51.10269928,16.88579941,404,1,E,Europe/Warsaw,airport,OurAirports
681,Zielona G.ra-Babimost Airport,Zielona Gora,Poland,IEG,EPZG,52.13850021,15.7986002,194,1,E,Europe/Warsaw,airport,OurAirports
682,Malmen Air Base,Linkoeping,Sweden,\N,ESCF,58.40230179,15.52569962,308,1,E,Europe/Stockholm,airport,OurAirports
683,Br.valla Air Base,Norrkoeping,Sweden,\N,ESCK,58.61090088,16.10359955,90,1,E,Europe/Stockholm,airport,OurAirports
684,Uppsala Airport,Uppsala,Sweden,\N,ESCM,59.89730072,17.58860016,68,1,E,Europe/Stockholm,airport,OurAirports
685,Ronneby Airport,Ronneby,Sweden,RNB,ESDF,56.26670074,15.26500034,191,1,E,Europe/Stockholm,airport,OurAirports
686,R.da Air Base,Rada,Sweden,\N,ESFR,58.49810028,13.05319977,230,1,E,Europe/Stockholm,airport,OurAirports
687,Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,ESGG,57.66279984,12.27980042,506,1,E,Europe/Stockholm,airport,OurAirports
688,J.nk.ping Airport,Joenkoeping,Sweden,JKG,ESGJ,57.75759888,14.06869984,741,1,E,Europe/Stockholm,airport,OurAirports
689,Falk.ping Airport,Falkoping,Sweden,\N,ESGK,58.1697998,13.58780003,785,1,E,Europe/Stockholm,airport,OurAirports
690,Lidk.ping-Hovby Airport,Lidkoping,Sweden,LDK,ESGL,58.4655,13.1744,200,1,E,Europe/Stockholm,airport,OurAirports
691,Gothenburg City Airport,Gothenborg,Sweden,GSE,ESGP,57.7747,11.8704,59,1,E,Europe/Stockholm,airport,OurAirports
692,Sk.vde Airport,Skovde,Sweden,KVB,ESGR,58.45640182,13.97270012,324,1,E,Europe/Stockholm,airport,OurAirports
693,Trollh.ttan-V.nersborg Airport,Trollhattan,Sweden,THN,ESGT,58.31809998,12.34500027,137,1,E,Europe/Stockholm,airport,OurAirports
694,Karlsborg Air Base,Karlsborg,Sweden,\N,ESIA,58.51380157,14.50710011,308,1,E,Europe/Stockholm,airport,OurAirports
695,S.ten.s Air Base,Satenas,Sweden,\N,ESIB,58.42639923,12.71440029,181,1,E,Europe/Stockholm,airport,OurAirports
696,Barkarby Airport,Stockholm,Sweden,\N,ESKB,59.41447436,17.8821373,50,1,E,Europe/Stockholm,airport,OurAirports
697,Karlskoga Airport,Karlskoga,Sweden,KSK,ESKK,59.34590149,14.49590015,400,1,E,Europe/Stockholm,airport,OurAirports
698,Mora Airport,Mora,Sweden,MXX,ESKM,60.957901,14.5114,634,1,E,Europe/Stockholm,airport,OurAirports
699,Stockholm Skavsta Airport,Stockholm,Sweden,NYO,ESKN,58.78860092,16.91220093,140,1,E,Europe/Stockholm,airport,OurAirports
700,Arvika Airport,Arvika,Sweden,\N,ESKV,59.6759,12.6394,237,1,E,Europe/Stockholm,airport,OurAirports
701,Emmaboda Airfield,Emmaboda,Sweden,\N,ESMA,56.610802,15.6048,442,1,E,Europe/Stockholm,airport,OurAirports
702,Feringe Airport,Ljungby,Sweden,\N,ESMG,56.95029831,13.92169952,538,1,E,Europe/Stockholm,airport,OurAirports
703,Kristianstad Airport,Kristianstad,Sweden,KID,ESMK,55.92169952,14.08549976,76,1,E,Europe/Stockholm,airport,OurAirports
704,Landskrona Airport,Landskrona,Sweden,\N,ESML,55.94599915,12.86999989,194,1,E,Europe/Stockholm,airport,OurAirports
705,Oskarshamn Airport,Oskarshamn,Sweden,OSK,ESMO,57.350498,16.497999,96,1,E,Europe/Stockholm,airport,OurAirports
706,Anderstorp Airport,Anderstorp,Sweden,\N,ESMP,57.2641983,13.59939957,507,1,E,Europe/Stockholm,airport,OurAirports
707,Kalmar Airport,Kalkmar,Sweden,KLR,ESMQ,56.6855011,16.28759956,17,1,E,Europe/Stockholm,airport,OurAirports
708,Malm. Sturup Airport,Malmoe,Sweden,MMX,ESMS,55.53630536,13.37619781,236,1,E,Europe/Stockholm,airport,OurAirports
709,Halmstad Airport,Halmstad,Sweden,HAD,ESMT,56.69110107,12.82019997,101,1,E,Europe/Stockholm,airport,OurAirports
710,Hagshult Air Base,Hagshult,Sweden,\N,ESMV,57.292198,14.1372,556,1,E,Europe/Stockholm,airport,OurAirports
711,V.xj. Kronoberg Airport,Vaxjo,Sweden,VXO,ESMX,56.92910004,14.72799969,610,1,E,Europe/Stockholm,airport,OurAirports
712,Hallviken Airport,Hallviken,Sweden,\N,ESNA,63.73830032,15.45829964,1119,1,E,Europe/Stockholm,airport,OurAirports
713,Hedlanda Airport,Hede,Sweden,\N,ESNC,62.40890121,13.74720001,1460,1,E,Europe/Stockholm,airport,OurAirports
714,Sveg Airport,Sveg,Sweden,EVG,ESND,62.04779816,14.4229002,1178,1,E,Europe/Stockholm,airport,OurAirports
715,G.llivare Airport,Gallivare,Sweden,GEV,ESNG,67.13240051,20.81459999,1027,1,E,Europe/Stockholm,airport,OurAirports
716,Hudiksvall Airport,Hudiksvall,Sweden,HUV,ESNH,61.76810074,17.08069992,95,1,E,Europe/Stockholm,airport,OurAirports
717,Jokkmokk Airport,Jokkmokk,Sweden,\N,ESNJ,66.49620056,20.14719963,904,1,E,Europe/Stockholm,airport,OurAirports
718,Kramfors Sollefte. Airport,Kramfors,Sweden,KRF,ESNK,63.04859924,17.76889992,34,1,E,Europe/Stockholm,airport,OurAirports
719,Lycksele Airport,Lycksele,Sweden,LYC,ESNL,64.5483017,18.71619987,705,1,E,Europe/Stockholm,airport,OurAirports
720,Optand Airport,Optand,Sweden,\N,ESNM,63.12860107,14.80280018,1236,1,E,Europe/Stockholm,airport,OurAirports
721,Sundsvall-H.rn.sand Airport,Sundsvall,Sweden,SDL,ESNN,62.52809906,17.44389915,16,1,E,Europe/Stockholm,airport,OurAirports
722,.rnsk.ldsvik Airport,Ornskoldsvik,Sweden,OER,ESNO,63.40829849,18.98999977,354,1,E,Europe/Stockholm,airport,OurAirports
723,Pite. Airport,Pitea,Sweden,\N,ESNP,65.39830017,21.26079941,43,1,E,Europe/Stockholm,airport,OurAirports
724,Kiruna Airport,Kiruna,Sweden,KRN,ESNQ,67.8219986,20.33679962,1508,1,E,Europe/Stockholm,airport,OurAirports
725,Orsa Airport,Orsa,Sweden,\N,ESNR,61.18999863,14.71259975,683,1,E,Europe/Stockholm,airport,OurAirports
726,Skellefte. Airport,Skelleftea,Sweden,SFT,ESNS,64.62480164,21.07690048,157,1,E,Europe/Stockholm,airport,OurAirports
727,S.ttna Airport,Sattna,Sweden,\N,ESNT,62.4814,17.002899,886,1,E,Europe/Stockholm,airport,OurAirports
728,Ume. Airport,Umea,Sweden,UME,ESNU,63.79180145,20.28280067,24,1,E,Europe/Stockholm,airport,OurAirports
729,Vilhelmina Airport,Vilhelmina,Sweden,VHM,ESNV,64.57910156,16.83359909,1140,1,E,Europe/Stockholm,airport,OurAirports
730,Arvidsjaur Airport,Arvidsjaur,Sweden,AJR,ESNX,65.59030151,19.28190041,1245,1,E,Europe/Stockholm,airport,OurAirports
731,.rebro Airport,Orebro,Sweden,ORB,ESOE,59.22370148,15.03800011,188,1,E,Europe/Stockholm,airport,OurAirports
733,Stockholm V.ster.s Airport,Vasteras,Sweden,VST,ESOW,59.58940125,16.63360023,21,1,E,Europe/Stockholm,airport,OurAirports
734,Lule. Airport,Lulea,Sweden,LLA,ESPA,65.54380035,22.12199974,65,1,E,Europe/Stockholm,airport,OurAirports
735,Vidsel Air Base,Vidsel,Sweden,\N,ESPE,65.87529755,20.14990044,597,1,E,Europe/Stockholm,airport,OurAirports
736,Arboga Airport,Arboga,Sweden,\N,ESQO,59.38660049,15.92409992,33,1,E,Europe/Stockholm,airport,OurAirports
737,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.65190125,17.91860008,137,1,E,Europe/Stockholm,airport,OurAirports
738,Stockholm-Bromma Airport,Stockholm,Sweden,BMA,ESSB,59.35440063,17.94169998,47,1,E,Europe/Stockholm,airport,OurAirports
739,Borlange Airport,Borlange,Sweden,BLE,ESSD,60.42200089,15.51519966,503,1,E,Europe/Stockholm,airport,OurAirports
740,Hultsfred Airport,Hultsfred,Sweden,HLF,ESSF,57.525799,15.8233,366,1,E,Europe/Stockholm,airport,OurAirports
741,G.vle Sandviken Airport,Gavle,Sweden,GVX,ESSK,60.59329987,16.95140076,224,1,E,Europe/Stockholm,airport,OurAirports
742,Link.ping City Airport,Linkoeping,Sweden,LPI,ESSL,58.40620041,15.68050003,172,1,E,Europe/Stockholm,airport,OurAirports
743,Norrk.ping Airport,Norrkoeping,Sweden,NRK,ESSP,58.5862999,16.25060081,32,1,E,Europe/Stockholm,airport,OurAirports
745,Eskilstuna Airport,Eskilstuna,Sweden,EKT,ESSU,59.35110092,16.70840073,139,1,E,Europe/Stockholm,airport,OurAirports
746,Visby Airport,Visby,Sweden,VBY,ESSV,57.66279984,18.34620094,164,1,E,Europe/Stockholm,airport,OurAirports
748,Kalixfors Airport,Kalixfors,Sweden,\N,ESUK,67.76480103,20.25720024,1549,1,E,Europe/Stockholm,airport,OurAirports
750,Spangdahlem Air Base,Spangdahlem,Germany,SPM,ETAD,49.97269821,6.692500114,1197,1,E,Europe/Berlin,airport,OurAirports
751,Ramstein Air Base,Ramstein,Germany,RMS,ETAR,49.43690109,7.600279808,776,1,E,Europe/Berlin,airport,OurAirports
753,[Duplicate] Giebelstadt Army Air Field,Giebelstadt,Germany,GHF,ETEU,49.64810181,9.966489792,980,1,E,Europe/Berlin,airport,OurAirports
754,B.ckeburg Air Base,Brueckeburg,Germany,\N,ETHB,52.2785,9.08217,230,1,E,Europe/Berlin,airport,OurAirports
755,Celle Airport,Celle,Germany,ZCN,ETHC,52.59120178,10.02210045,129,1,E,Europe/Berlin,airport,OurAirports
756,Rheine Bentlage Air Base,Rheine-brentlange,Germany,\N,ETHE,52.291199,7.387,129,1,E,Europe/Berlin,airport,OurAirports
757,Fritzlar Airport,Fritzlar,Germany,FRZ,ETHF,51.1146,9.286,1345,1,E,Europe/Berlin,airport,OurAirports
758,Laupheim Air Base,Laupheim,Germany,\N,ETHL,48.220299,9.91002,1766,1,E,Europe/Berlin,airport,OurAirports
759,Mendig Airfield,Mendig,Germany,\N,ETHM,50.366001,7.31533,597,1,E,Europe/Berlin,airport,OurAirports
760,Niederstetten Army Air Base,Niederstetten,Germany,\N,ETHN,49.391945,9.958889,1339,1,E,Europe/Berlin,airport,OurAirports
761,Roth Airport,Roth,Germany,\N,ETHR,49.21749878,11.1001997,1268,1,E,Europe/Berlin,airport,OurAirports
762,Fassberg Air Base,Fassberg,Germany,\N,ETHS,52.919399,10.185827,245,1,E,Europe/Berlin,airport,OurAirports
763,Grafenwohr Army Air Field,Grafenwoehr,Germany,\N,ETIC,49.69869995,11.94019985,1363,1,E,Europe/Berlin,airport,OurAirports
764,Hanau Army Air Field,Hanau,Germany,ZNF,ETID,50.169201,8.96159,368,1,E,Europe/Berlin,airport,OurAirports
765,Hohenfels Army Air Field,Hohenfels,Germany,\N,ETIH,49.2181015,11.83609962,1455,1,E,Europe/Berlin,airport,OurAirports
766,Flugplatz Kitzingen,Kitzingen,Germany,KZG,ETIN,49.743099,10.2006,689,1,E,Europe/Berlin,airport,OurAirports
767,Nordholz Naval Airbase,Nordholz,Germany,FCN,ETMN,53.7677002,8.658499718,74,1,E,Europe/Berlin,airport,OurAirports
768,Diepholz Air Base,Diepholz,Germany,\N,ETND,52.585556,8.342222,128,1,E,Europe/Berlin,airport,OurAirports
769,Geilenkirchen Air Base,Geilenkirchen,Germany,GKE,ETNG,50.9608,6.04242,296,1,E,Europe/Berlin,airport,OurAirports
770,Hohn Air Base,Hohn,Germany,\N,ETNH,54.312199,9.53817,39,1,E,Europe/Berlin,airport,OurAirports
771,Jever Air Base,Jever,Germany,\N,ETNJ,53.533501,7.88867,24,1,E,Europe/Berlin,airport,OurAirports
772,Rostock-Laage Airport,Laage,Germany,RLG,ETNL,53.91820145,12.27830029,138,1,E,Europe/Berlin,airport,OurAirports
773,N.rvenich Air Base,Noervenich,Germany,\N,ETNN,50.8312,6.65817,386,1,E,Europe/Berlin,airport,OurAirports
774,Schleswig Air Base,Schleswig,Germany,WBG,ETNS,54.459301,9.51633,70,1,E,Europe/Berlin,airport,OurAirports
775,Wittmundhafen Airport,Wittmundhafen,Germany,\N,ETNT,53.54779816,7.667329788,26,1,E,Europe/Berlin,airport,OurAirports
777,Wunstorf Air Base,Wunstorf,Germany,\N,ETNW,52.457298,9.42717,187,1,E,Europe/Berlin,airport,OurAirports
778,Vilseck Army Air Field,Vilseck,Germany,\N,ETOI,49.63359833,11.76720047,1353,1,E,Europe/Berlin,airport,OurAirports
779,Coleman Army Air Field,Coleman,Germany,\N,ETOR,49.56359863,8.46339035,309,1,E,Europe/Berlin,airport,OurAirports
780,Wiesbaden Army Airfield,Wiesbaden,Germany,WIE,ETOU,50.04980087,8.325400352,461,1,E,Europe/Berlin,airport,OurAirports
781,Landsberg Lech Air Base,Landsberg,Germany,\N,ETSA,48.070599,10.906,2044,1,E,Europe/Berlin,airport,OurAirports
782,B.chel Air Base,Buechel,Germany,\N,ETSB,50.17380142,7.063330173,1568,1,E,Europe/Berlin,airport,OurAirports
783,Erding Airport,Erding,Germany,\N,ETSE,48.32229996,11.94869995,1515,1,E,Europe/Berlin,airport,OurAirports
784,F.rstenfeldbruck Air Base,Fuerstenfeldbruck,Germany,FEL,ETSF,48.205555,11.266944,1703,1,E,Europe/Berlin,airport,OurAirports
785,Holzdorf Air Base,Holzdorf,Germany,\N,ETSH,51.767799,13.1677,265,1,E,Europe/Berlin,airport,OurAirports
786,Ingolstadt Manching Airport,Ingolstadt,Germany,IGS,ETSI,48.71569824,11.5340004,1202,1,E,Europe/Berlin,airport,OurAirports
